Family,TotMarkerLength,AbxClass,RestistMechanism,BetaLactamase,P10T2,P10T3,P10T4,P11T1,P11T2,P11T3,P12T1,P12T4,P13T1,P13T4,P14T1,P14T4,P15T1,P15T2,P15T3,P16T1,P16T3,P16T4,P17T1,P17T2,P17T4,P18T1,P18T2,P18T3,P18T4,P19T1,P19T4,P1T1,P1T3,P1T4,P20T1,P20T2,P20T4,P21T1,P21T2,P21T4,P22T1,P22T4,P23T2,P23T3,P23T4,P24T1,P24T2,P24T3,P24T4,P25T1,P25T3,P25T4,P26T1,P26T3,P26T4,P27T1,P27T2,P27T3,P27T4,P28T2,P28T3,P28T4,P29T1,P29T2,P29T3,P29T4,P2T2,P2T3,P30T1,P30T2,P30T3,P30T4,P31T1,P31T2,P31T3,P31T4,P32T1,P32T3,P32T4,P33T1,P33T4,P34T1,P34T3,P35T1,P35T3,P36T1,P36T3,P36T4,P37T1,P37T3,P37T4,P38T1,P38T3,P39T1,P39T4,P3T1,P3T3,P3T4,P4T1,P4T3,P4T4,P5T1,P5T2,P5T3,P5T4,P6T1,P6T3,P6T4,P7T1,P7T3,P7T4,P8T1,P8T2,P8T3,P9T1,P9T2,P9T3,P9T4
gb|WP_041918279_1|ARO_3003925|Haemophilus,102,Fluoroquinolone,TargetAlteration,No,0,0,0,0,0,0,0,2.769891067,0,0,0,0,0,0,0,0,0,0,0,0,0,17.85775886,0,0,0,0,0,0,0,0,0,3.063410496,14.4324295,0,0,0,0,2.15448064,15.74975648,0,0,0,0,0,0,0,0,2.392185,0,0,0,0,12.36800861,0,0,0,0,0,0,14.73326692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.849144614,0,0,0,0,0,0,0,0,14.7819011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.050449567
gb|NP_461214_1|ARO_3003926|Salmonella,13,Fluoroquinolone,TargetAlteration,No,35.64936091,2.95895798,9.91794628,0,0,0,0,3.600858387,0,7.324093527,0,0,0,6.137062704,0,0,0,0,0,0,0,2.763700776,0,0,0,0,2.654484071,1.371973259,0,0,1.353948884,0,0,4.780217776,0,0,5.538889775,0.466804139,5.459915579,1.210114183,13.3145181,0,24.96024724,4.057774265,0,1.401258616,0,0,3.163910723,0,0,0,4.689536599,1.354275745,3.860089065,0.615960502,0,3.974582703,0,10.03265319,7.996540144,19.35137988,0,0,8.94436856,12.80242253,0.69869255,5.56739276,0,0,0,0,0,0,0,0,0.738394222,0.729646163,0,0,0,9.249104257,0,0,0.525324,0,7.868821762,0,0,0,0,0.622425369,0,2.13516349,0,0,1.167049097,0,0,0,0,3.124708308,1.087236343,0,20.79973285,0,0,0,0,0,0,0,0,0
gb|NP_415632_1|ARO_3003844|mfd,12,Fluoroquinolone,TargetProtection,No,26.5248221,5.636110439,4.49793482,0,0,58.08555185,0,1.143129647,1.14601342,15.56034522,0,0,1.818069931,7.438863883,119.7560861,0,0,2.47912176,1.0197419,0,0,2.105676782,1.755227994,0,0.644971562,0,3.033696081,2.613282398,0,0,0,2.528529298,0,1.707220634,7.700492131,1.095880271,5.011376463,0,5.849909549,0.576244849,22.0240149,6.951783991,23.77166404,3.864546919,0,0.667266008,4.125209421,0,1.205299323,0.609935904,0,2.352612749,5.742289713,0.644893212,1.83813765,46.34369495,1.328631959,2.523544573,0,13.46373371,5.538729104,17.53086679,0,16.28207304,11.13950663,7.058979842,8.65047923,3.976709115,0,3.040416695,2.137437235,0,1.01287607,0,0,0,2.109697778,2.77960443,0,0,0,11.0108384,0,0,0,0.594414163,4.087699617,0.651271135,0,22.85444274,0.765609651,4.149502457,0,1.52511678,0,0,0,0,0,0,0,4.166277745,0.517731592,0.659156227,13.01751988,0,0,0,0,0,0,0,0,0
gb|AAC74149_2|ARO_3001216|mdtH,46,Fluoroquinolone,Efflux,No,42.53616926,14.15153817,3.69612905,0,0.969150468,64.2661426,0,3.65304474,2.734804751,19.71871334,0,0,0.578476796,9.702865935,138.4452934,0,1.728060342,0.591608602,1.338411244,0,3.950727787,4.522419451,5.341998243,0,0.615654673,0,1.447900403,0.623624209,0.55573339,0,0.615431311,0.603399037,0,7.061685351,11.02570464,0.500293167,6.042425209,1.167010347,8.308567186,1.578409804,15.8433625,7.146239487,27.38909117,3.074071413,0,0.636935735,5.649743337,0,0.575256495,0.582211544,0,0,6.699337998,0,4.825111331,60.52481459,0,3.456158872,0,13.48261693,7.269581949,20.52108153,0,19.01495891,10.63316542,7.031078736,17.7849014,4.428607878,0,4.06310231,3.366463645,0,0,0,0,0,3.356337374,5.710274317,0,0,0,14.71448404,0,1.028928674,0.913606956,1.08545195,2.488164984,6.541027491,0.831436202,13.08936266,0,4.871155058,0,2.66895437,0,0,0,0,0,0,0,3.803992723,0.494198338,0,14.85695204,0,0,0,0,0,5.570213531,0,0,0
gb|AAC75733_1|ARO_3000074|emrB,15,Fluoroquinolone,Efflux,No,37.75366346,9.863193268,6.29710875,0,0.619179465,63.14603554,0,4.000953763,2.674031313,23.16166329,0,0,2.121081586,16.73744374,196.3778041,0,0.736025701,0.72307718,1.784548326,1.37559449,5.518476909,9.212335919,6.825886643,0,0,0,5.898853492,1.524414732,0,0,1.504387649,0,0,8.630948763,15.47228511,3.196317458,4.923457578,1.03734253,9.099859299,4.7059996,17.12978936,12.47756101,28.39393205,5.260077751,0,0.778477009,8.422302567,0,0.703091272,1.423183775,0.778786846,0,12.65430511,3.009501656,5.003819158,72.54645918,0.775035309,4.416203003,0,10.64069277,5.654119294,18.87939501,0,29.59803201,21.40532647,14.22491392,10.0922258,13.14523291,0,2.128291686,3.989882838,0,0.590844374,0,0,0,0,4.053589793,0,0,0,12.33213901,0,1.314742195,0.583693333,2.08044957,11.12762673,9.117795896,0,27.84856171,3.572845039,6.915837429,0,0.59310097,0,0,0,0,0,0,0,2.083138872,0,0,16.50772448,0,0,0,0,0,6.326662282,0,0,0
gb|NP_417544_5|ARO_3000024|patA,14,Fluoroquinolone,Efflux,No,53.9431119,6.229385222,6.9599623,0,0,67.11799413,0,5.685565874,5.066585645,21.34958437,0,0,1.339630475,12.33285328,198.5429848,0,0,2.055061459,1.127083153,0,4.574526912,9.309307876,5.819966506,0,0,0,4.470710015,1.444182378,0,0,0,3.493362846,0,8.176688301,20.80483839,1.211236089,6.996492347,0.491372777,14.36819889,2.547608806,33.19408944,13.002932,22.52052383,3.55945111,0,0.737504535,6.839162987,0,1.998259404,0,0,3.900384294,12.69348252,0,4.740460255,77.80553715,0,2.789180844,0,12.00078132,13.00872559,24.84130922,0,0.418511057,15.20904775,18.44116265,25.7413046,8.790620148,0,8.065105337,4.25237513,0,0.559747302,0,0,0,2.331771228,0,0,0,0,19.9585934,0.83033046,2.491090475,3.317835789,0,7.529972978,7.198259918,2.516188505,25.26017356,3.384800563,7.207030584,0,6.18073643,0,0,0,0,0,0,0,5.920499953,1.144459309,0,12.5111175,0,1.469547042,0,0,0,11.23815011,0,0,0
gb|NP_417169_1|ARO_3000516|emrR,81,Fluoroquinolone,Efflux,No,69.10292785,11.79294847,12.4573238,0,0,96.76142243,0,7.827953015,0.773870475,41.85196301,0,0,2.397744402,11.96686799,281.0507566,0,0.564019695,0,0.223068541,0,4.010321729,4.966650669,3.650365466,0,0,0,2.692954855,0.584082819,0,0,5.396173088,0.577164296,0,5.802075924,26.61691845,0.239723809,5.831315632,1.556013795,9.792239898,3.908443323,45.49888717,25.46759327,41.08363676,3.099688675,0,0.596550317,10.929563,0,3.26216882,0,2.641103216,3.418640401,11.55393075,0,13.98582994,119.0856971,2.413561044,9.936456757,0,31.7898958,18.17395487,38.64803688,0,33.80711527,18.7462797,12.10908004,23.0872322,6.570215059,0,3.516308003,1.691363377,0,2.466133039,1.741973475,0,0,2.22053335,1.520096172,0,0,0,25.93770542,0,15.6008248,0,2.08044957,11.32633435,17.44273998,0.796793027,40.74052837,7.225441083,4.420122183,0,6.79947898,0.270398116,0,0,0,0,0,0.467365326,9.393533052,0.679522715,0,45.06608784,0,0,0,0,35.98640255,6.990396941,0,0,0
gb|BAA16547_1|ARO_3000027|emrA,56,Fluoroquinolone,Efflux,No,98.31620075,21.41623433,20.377532,0,0.506601381,151.3760071,0,10.15626725,9.382483994,54.40867758,0,0,3.515358992,12.79692668,326.5726135,0,0,3.003551363,1.235456533,0,8.856576578,14.76550624,4.510813201,0,1.562815708,0,4.158072951,0,0,0,3.739928735,3.063410496,1.44324295,17.34082497,29.55894036,0,11.8330827,2.15448064,28.92228008,4.738908688,41.80082421,22.73446518,64.49934019,7.14130436,0,3.233673729,16.92453708,1.1960925,3.49578947,0.582211544,1.617480372,5.700561661,15.41316225,3.740831604,10.3475581,127.1549233,0,5.790475965,0,22.03612,27.14655078,41.68649632,0,51.32467423,20.20782569,29.35557319,31.4655947,7.007906971,0,5.849081347,2.040280997,0,0,0,0,0,4.389056566,9.388454122,0,0,0.541250918,30.593191,0.717103579,0,1.689853426,10.60592823,13.45653563,20.37157894,4.379575657,48.77745402,8.488630083,5.136097447,0,5.636533,0,0,1.877071974,0,0,0,0,21.85110705,2.509006946,0,30.29571478,0,0.634577132,0,0,0,11.44771934,0,0,0
gb|NP_462096_1|ARO_3003317|Salmonella,33,Fluoroquinolone,TargetAlteration,No,153.7378689,44.38436971,22.6695915,0,3.343569113,194.0585482,0,10.80257516,10.82982682,70.98736803,0,0,0,43.51735372,477.8267834,0,7.949077573,7.809233544,3.212186986,0,0,26.53152745,7.371957575,0,0,0,15.92690443,8.231839554,3.667840376,0,0,0,3.75243167,10.75549,40.42758369,3.452022854,19.94000319,0,45.04430353,25.41239784,105.1146166,33.68941473,106.9724882,12.1733228,0,4.203775848,22.74021693,0,3.796692868,3.842596193,0,0,24.11761679,0,23.16053439,247.616122,4.185190669,15.89833081,0,54.72356283,39.25574253,59.47009427,0,85.87846899,28.89719073,28.30009191,62.8823298,16.70217828,0,15.32370014,8.079512747,0,3.190559619,0,0,0,8.860730668,4.377876977,0,0,0,36.0715066,0,3.549803927,6.303887999,14.97923691,25.75250759,45.13308969,8.605364688,60.79281769,9.646681604,3.734552212,0,12.810981,0,0,10.50344187,0,0,0,0,33.74684973,6.52341806,0,67.74770128,0,0,3.689338785,0,0,38.43447337,3.932659962,0,0
gb|ABA71733_1|ARO_3002972|vanTG,122,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26497218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AHA41505_1|ARO_3002930|vanRO,30,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47330719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAB05622_1|ARO_3002921|vanRB,123,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0.401185083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284459546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAM09853_1|ARO_3002957|vanYD,138,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257550195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145627188,0.218449472,0,0,0,0,0,0,0,0,0,0,0,0.09838645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAM09849_1|ARO_3000005|vanD,31,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326751922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493008711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|ABX54688_1|ARO_3002968|vanXYL,137,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247607008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186721655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466771821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAM09850_1|ARO_3002944|vanHD,60,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.245545237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAM09852_1|ARO_3003070|vanXD,83,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751251368,0.825535797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAF86642_1|ARO_3002933|vanSC,239,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16799811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146687301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAF61331_1|ARO_3002966|vanXYC,135,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.094282176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9020356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAD22403_1|ARO_3002970|vanTC,293,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.897324663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855868424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAB05628_1|ARO_3002950|vanXB,73,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.975855046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAA24786_1|ARO_3000368|vanC,209,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35317041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828154589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAN62561_1|ARO_3003970|D-Ala-D-Ala,85,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.446825811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993166161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317979285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAF86641_1|ARO_3002922|vanRC,62,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.597872846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393529357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAM09851_1|ARO_3002923|vanRD,45,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0.729543414,0,0.25005961,0,0,0,0,0,0,0,0,0,0,0,0.257923967,2.069428841,0,0,0,0,0.273671674,0,0,0,0,0,0,0,0,0,0,0.230787074,0,0.568741206,0.252107121,0,0,0.938355159,0,0,0,0.854895373,0,0,0.266846958,0,0,0,0,0,0,0.290638241,0,1.258047336,0,1.147828729,0,0,6.347417705,0,0,0,0,0,0,0,0,0,0,1.099937424,0,0,0,0.260059507,1.31026868,0,0,0,0,0,0,0,0,0.199198257,0,0,0,0,0,0,0.222052752,0,0.350593636,0,0,0,0.520784718,0.226507572,0,0,0.483505736,0.290847852,1.281020411,0.686677911,0,0,0,0,0
gb|AAB05624_1|ARO_3002956|vanYB,117,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,30.9595382,0,0,0,0.490382747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761333945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAB05623_1|ARO_3002932|vanSB,300,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,46.68589519,0,0,0,0.112444452,0,0,0,0,0,0,0,0,0,0,0.028189211,0,0,0,0,0.035242776,0,0,0,0,0,0,0,0,0.037208714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.536646349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AHH83938_1|ARO_3000013|vanB,18,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,87.00204362,0,0,0,1.924006047,0,0,0.232767173,0,0,0,0,0,0,0,0.230824702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.100316595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAA65959_1|ARO_3002962|vanZA,92,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,56.29981503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.6522756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAA65958_1|ARO_3002955|vanYA,97,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,60.29444422,0.226756786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.4497699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAA65957_1|ARO_3002949|vanXA,43,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,70.40787434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.7210426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAA65954_1|ARO_3002931|vanSA,133,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,82.14252007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.5019005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAA65956_1|ARO_3000010|vanA,59,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,67.88166589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.2710776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAA65955_1|ARO_3002942|vanHA,59,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,80.25569936,0.496705341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394.4910411,0.438065544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAA65953_1|ARO_3002919|vanRA,66,Glycopeptide,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,135.6596165,2.84476695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.3403191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAA98296_1|ARO_3000250|ErmC,105,MLS,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262549009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AJD73064_1|ARO_3001301|RlmA(II),68,MLS,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260585533,0,0,0,0,0,0.966860051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|NP_899170_1|ARO_3000599|Erm(33),24,MLS,TargetAlteration,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.025751476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gb|AAC78336_1|ARO_3002826|EreA2,280,MLS,Inactivation,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.079261028,4.21200253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
