taxonomy	P10T2	P10T3	P10T4	P11T1	P11T2	P11T3	P12T1	P12T4	P13T1	P13T4	P14T1	P14T4	P15T1	P15T2	P15T3	P16T1	P16T3	P16T4	P17T1	P17T2	P17T4	P18T1	P18T2	P18T3	P18T4	P19T1	P19T4	P1T1	P1T3	P1T4	P20T1	P20T2	P20T4	P21T1	P21T2	P21T4	P22T1	P22T4	P23T2	P23T3	P23T4	P24T1	P24T2	P24T3	P24T4	P25T1	P25T3	P25T4	P26T1	P26T3	P26T4	P27T1	P27T2	P27T3	P27T4	P28T2	P28T3	P28T4	P29T1	P29T2	P29T3	P29T4	P2T2	P2T3	P30T1	P30T2	P30T3	P30T4	P31T1	P31T2	P31T3	P31T4	P32T1	P32T3	P32T4	P33T1	P33T4	P34T1	P34T3	P35T1	P35T3	P36T1	P36T3	P36T4	P37T1	P37T3	P37T4	P38T1	P38T3	P39T1	P39T4	P3T1	P3T3	P3T4	P4T1	P4T3	P4T4	P5T1	P5T2	P5T3	P5T4	P6T1	P6T3	P6T4	P7T1	P7T3	P7T4	P8T1	P8T2	P8T3	P9T1	P9T2	P9T3	P9T4
Actinomyces_johnsonii	0	0	0	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0.00714	0	0	0.01622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02148	0	0	0	0	0.00649	0	0	0	0	0.0024	0.0244	0	0.03056	0	0	0	0	0	0	0	0	0	0	0.00605	0	0	0	0.00742	0	0.0015	0.004	0	0	0	0	0.00436	0.06699	0.0912	0	0	0	0.01188	0	0	0	0.00194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02074	0	0	0.02132	0	0	0	0	0	0.00338	0	0	0
Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	6.13519	1.05822	0	0	0	29.59515	0.17982	0	0	0	0	0	0	0	0	0.01903	0.27837	0	0	0	0.12067	0	0	0	0	0	0	0	0	0	0	0.02626	0.23182	0.01484	0.21108	0.23006	0	0.03304	0.04087	0.35304	0	0	0.78003	0	0	0	0	0	0	0	0	0	0	0	0.72885	0	0	0	0	0.01545	0.02073	0.01441	0.297	0	0	0	0	0	0	0	0.07072	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85448	0	0	0.05333	2.62003	0.497	0	0.45215	0.2441	0.23463	0	0	0	0	0	0	0.35908	0.64156	0	2.64576
Intestinimonas_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0.69237	0	0	0	0	0	0	0	0	0	0.13534	0	0	0	0	0	0	0	0	0	0	0.07296	0	0	0	0	0	0	0	0	0	0	0	0	0.02858	0	0	0	0	0	0	0	0	0	0.03674	0	0.05525	0.07103	0	0	0	0	0	0	0	0.05353	0.04676	0.08011	0	0	0.01823	0.00448	0	0	0	0	0	0	0	0	0	0.01816	1.2814	1.27916	0	0	0	0	0	0	0.06141	0	0	0	0	0	0	0	0	0	0	0	0.02178	0.019	0	0	0	0	0	0	0	0	0	0
Catenibacterium_sp_AM22_15	0	0	0	0	0	0	0	0	0	0	0.10782	0	0	0	0	0	0.45527	0.16088	0	0	0	0	0	0	0	0	0	0.75556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09552	0	0	0	0	0	0	0	0	0	0	0	3.9336	1.1212	0	0	1.12611	0.58512	0	0	0	0	0	0	0	0	0	0.19251	0.17192	0	0	0	0	0	0	0	0	0	0
Faecalicoccus_pleomorphus	0	0	0	0	0	0	0	0	0	0	0.0992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB58233_SGB79883	0	0	0	0	0	0	0	0	0	0	0.03395	0	0	0	0	0	0	0	0	0	0	0	0	0.01068	0.00474	0	0.0359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00637	0	0.00559	0.00294	0	0	0	0	0	0.0082	0.00228	0	0	0	0	0	0	0	0.00107	0	0.01387	0	0	0	0	0	0	0	0	0	0	0	0	0.00646	0.00817	0	0	0	0	0	0	0.00356	0	0	0	0	0	0	0	0	0	0	0	0	0.00823	0.00476	0.00142	0.00186	0	0	0	0	0	0	0	0	0
Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0	0	0.02774	0	0.00242	0	0	0	0	0	0	0	0.10337	0	0	0.04015	0.0021	0	0.07861	0	0	0	0	0.0242	0	0	0	0	0	0	0	0	0	0	0	0	0.00094	0.36871	0	0	0.01353	0.00511	0.06944	0	0	0	0	0	0.02937	0.01501	0.04883	0	0.0299	0.01052	0	0	0	0.02669	0.09442	0.37495	0	0	0.00904	0.00153	0	0.15793	0.0953	0	0	0	0	0	0	0.2987	0.62514	0.46629	0	0	0.00302	0.01844	0	0	0.02344	0.00505	0	0	0	0	0.02904	0	0	0	0	0.00443	0	0.00027	0	0	0	0	0	0	0	0	0	0.00947
Pediococcus_pentosaceus	0	0	0	0	0	0	0	0	0	0	0	0.97871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02492	0	0	0.01322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Holdemania_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0.01125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02558	0.02634	0.09436	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collinsella_stercoris	0	0	0	0	0	0	0	0	0	0	0	0	0.28712	0	0	0	1.73437	1.35384	0	0	3.77478	0.45669	12.40854	2.64169	0.35863	0	0	0	0	0	0	0.06553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59084	3.33989	16.9446	0	0	0	0	0	0	0	0.32514	0	0	0.08118	0.06317	0	0	0	0.0098	1.20629	0	0	0	0	0	0	0.10884	0.64511	0.58522	0	1.04689	2.05142	0	0	0	0	0	0	0	0	0	0
Phocaeicola_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0.04889	0	0	0	0	0	0	0	0.68787	0	0	0	0	0	0	0	0	0	0	0.00241	0	0	0	0.00595	0	0	0	0.01261	2.21266	0	0	0	0	0	0	0	0	0	0	0.3616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9108	9.25852	2.87959	2.39714	0	0	0	0	0	0	0.04845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88335	0.17635	1.95649	0	0	0	0	0	0	0	0	0	0
Phocaeicola_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0.04401	0	0	0	0	0	0	35.3585	4.46657	0.21839	0	0	0	0	2.93079	2.50327	0	0	0	0.10475	0	0	0	0	0	0	0	0	0	0.01852	0.20175	0.76621	1.18167	1.1611	0.37303	0.25219	0.19881	1.13836	8.98155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13116	3.24083	2.38624	0	0.05616	0	0	0	0	0	1.77831	1.09079	0	0	0	0	0	0	0.09261	0	0.10884	6.09093	0	0	0	0	0	0	0	0	0	0	16.19384	24.68211	0.64236	0	0	0	0	0	0	0
Hydrogeniiclostidium_mannosilyticum	0	0	0	0	0	0	0	0	0	0	0	0	0.01249	0	0	0	0	0	0.02276	0	0	0	0	0	0.01115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04502	0.00033	0	0.0471	0.03187	0.02266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03133	0.21544	0.38288	0	0	0	0	0.00677	0	0	0	0	0	0	0	0.07879	0.14027	0	0	0	0	0	0	0.21382	0	0	0	0	0	0	0	0	0	0.02603	0	0	0	0.00204	0	0	0	0	0	0	0	0	0	0	0
GGB3606_SGB4870	0	0	0	0	0	0	0	0	0	0	0	0	0.01047	0.02425	0	0	0.14395	0.00602	0	0	0	0	4.52733	0.00118	0	1.96641	2.03297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17371	0	0	0	0	0	0	0	0	0	0	0.57768	0	0	0	0.26548	0.16391	0.18038	0.18102	0.19298	0	0	0	0	0.00538	0	0	0	0	0	0.01637	0	0	0.03118	0	0	0	0	0	0	0	0	0	0	0	0	0.57575	0	0	0	0	0	0	0.08331	0	0	0.01112	0	0	0	0	0	0	0	0	0
Lactobacillus_delbrueckii	0	0	0	0	0	0	0	0	0	0	0	0	0.00761	0.2137	0	0	0	0	0	0	0	0	0.00335	0	0	0	0	0	0.00277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3424_SGB4551	0	0	0	0	0	0	0	0	0	0	0	0	0.00152	0	0	0	0.01149	0.00847	0.00935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00249	0.42912	0	0	0	0	0	0	0	0	0	0	0.17758	0	0.0059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04028	0.18992	0.0607	0.01948	0	0.09874	0	0	0	0	0	0	0	0	0	0	0	0.0232	0	0	0	0	0	0	0	0.00467	0	0.00918	0	0	0	0	0	0	0	0	0	0.04606	0	0	0	0	0	0	0	0	0	0	0	0
Anaeromassilibacillus_sp_An250	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00791	0	0.01123	0.08802	0.01764	0.00213	0	0.05743	0.02525	0.123	0	0	0	0	0.00026	0	0	0.00179	0.00148	0	0	0	0	0.04118	0.07517	0.16887	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02475	0	0	0	0	0.06034	0.00407	0.03676	0	0	0	0	0	0	0	0	0	0
GGB9615_SGB15053	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67304	0	0	0	0	0.6238	0	0.16255	0	0	0	0	0	0	0	0	0	0	0.09777	0	0	0	0	0	0.11365	0	0	0	0	0.43295	0.00144	0.73099	0	0	0	0	0	0	0.12378	0.17496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14058	0.34548	0	0	0	0	0	0	0	0	0	0	0	0	0.0578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01873	0	0	0	0	0	0.10339	0	0	0	0	0	0	0
Senegalimassilia_anaerobia	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1923	0	0	0.06036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05475	0.04446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01671	0.02033	0	0	0	0	0.09491	0	0	0	0	0	0	0	0	0	0
Firmicutes_bacterium_AF16_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03881	0	0	0.00151	0	0.00495	0	0.12494	0	0	0.84987	0.61602	0	0	0	0	0	0	0.06505	0	0	0.03476	0	0.08826	0	0	0	0	0.12379	0.40239	0.11309	0.02571	0.31803	0	0	0	0	0	0	0	0	1.34148	0	0.30357	0.81362	0	0.29838	0.32469	0.24804	0	0	0	0.06	0	0	0	0.0039	0.01145	0.00516	0	0	0	0	0	0	0	0	0	0	1.17672	0.02502	0.01495	0.04893	0.88227	0	0	0	0.05367	0	0	0	0	0.58612	0	0	0	0.18155	0.09853	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_sp_ICM58	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00536	0.00346	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12274	0.00546	0.01482	0	0	0	0.0199	0	0	0	0.16545	0.18486	0.12065	0	0	0	0.03194	0.00337	0	0	0	0	0.00187	0	0	0	0	0.00216	0	0	0	0	0	0	0	0	0.00069	0.06327	0	0	0	0	0	0	0	0	0	0	0	0	0.00425	0	0	0	0	0	0	0.07127	0.00748	0	0	0	0	0.00039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09858	0	0	0	0
GGB55957_SGB77276	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01927	0	0	0	0	0	0	0	0	0	0	0	0.00171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00458	0.00046	0	0	0	0	0	0	0	0.00743
Proteus_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168	0	0	0	0	0	0	0	0.14085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01284	0	0	0	0	0	0	0	0	0	0	0	0.01582	0	0	0	0	0	0	0	0	0	0.0091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Terrisporobacter_othiniensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00334	0	0	0.25652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04412	0	0	0	0
Clostridium_neonatale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53209	0	0	0	0	0	0.0084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Negativicoccus_succinicivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09174	0	0	0	0	0	0	0	0	0	0	0.17227	0	0	0	0	0	0	0	0.43719	0	0	0.00261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08045	0	0	0	0	0	0.02774	0	0	0	0.03033	0	0	0	0.00013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41115	0	0.44894
Clostridium_paraputrificum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05257	0	0	0	0	0	0.00414	0	0	0	0	0	0	0	0	0	0	0	0.02677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00646	0	0	0	0	0	0.02034	0	0	0.04268	0.00287	0	0.17179	0	0	0	0	0.00427	0	0	0	0	0	0	0	0	0	0.00803	0	0	0	0	0	0	0.00805	0	0	0	0	0	0	0	0	0	0	0	0.02551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00833	0	0	0	0
GGB4482_SGB6177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter_concisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01077	0	0	0	0	0.00156	0	0.10862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01149	0.02744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00454	0.0391	0	0	0	0	0	0	0	0.04987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megasphaera_sp_MJR8396C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.22313	6.36454	3.29365	0	0	0.01397	0	0	0	0	0	0	0	0	0	4.4297	0.22489	0	0	0	0	0	0	0	0.1676	8.42087	0	0	0	0	0	0	0	0	0	0	11.60323	0	0	0	0	0	0	0	0	0	3.29823	0	0	0	0	0	0	0	0	0	0	7.49491	0	0	0	0	0	0	0	0	0	0.14397	0	0	0	0	0	0	2.51703	5.64225	0	0	0	0	0	0	4.04771	1.90716	2.5337	0.68498	0	0.01529	0	0	0	0	0	0	0	0	0	0	0
Bacteroides_thetaiotaomicron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41479	0	0	0.0166	1.49975	1.37446	0.60073	0.3325	1.14086	0.78661	0	0	0.3481	0	0	0.00039	0.02527	0	0	0	0	0.00292	0.63323	1.11463	0	1.61327	0.02429	0.5386	0.20891	0.86621	0	0	0.03127	0	0.09882	0	0.07725	0	0	0	1.8003	0.05011	0.07958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28429	0	0	0	0	0.3488	0.86033	0	0.60941	0	0.01326	0	0	1.50456	3.32406	0	0	0.07879	0.80254	0	1.15791	0.41514	0.2882	0	0	1.5244	0	0.44673	0	0.07702	0.69559	0.31137	1.47444	2.44733	0.29286	0	0	0	0	0	0	0
Saccharomyces_cerevisiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00495	0	0	0	0	0	0	0	0	0
Collinsella_tanakaei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11688	2.18261	0	0.00971	0.01591	0	0	0	0	0	0	0	0	0	0	0.21076	0.00515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91593	0.10202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29235	0	0	0	0	0.22185	1.64322	0	0	0	0.11027	0	0	0	0	0	0	0.01706	4.76333	0.8803	0	0	0	0	0	0	0	0	0	0	0.31284	0.09117	0	0.0179	0	0	0	0	0	0	0	0
Alistipes_putredinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57866	0.00194	0.02605	0	0	0	0	0	0	1.18978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.57116	0	0	0	0	0	0.71283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82461	3.28832	1.67316	0	0	0	0	0	0	0	0	0	0
Ruminococcaceae_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49479	0.27521	1.53128	0	0	0	0	0	0.02324	0	0	0.00854	0	0	0	0	0	0	0	0	0	0.00023	0	0	0	0	0	0.00042	0.04609	0.27721	0	0.00534	0	0.13814	0.0705	0.08258	0	0	0.26439	0.11006	0.35471	0.24172	0	0.2235	0.30392	0.84726	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00341	0	0	0	0	0	0	0.03019	0.00744	0	0.05784	0.75708	0	0	0	0	0.01813	0	0	0	0	0	0	0	0	0	0.21769	0.02083	0.08654	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_pullorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31614	0.15593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144	0	0	0	0	0	0	0	5.80029	0	0	0.02289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00608	0	0.04959	0	0	0	0	0	0	0	0	0	0	0
Coprobacillus_cateniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10316	0	0	0	0	0	0.00667	0.01153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00182	0.00029	0.07202	0.38179	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00374	0	0	0	0	0	0	0.01108	0	0	0	0	0	0	0	0	0.05584	0	0	0	0.00219	0	0	0.42861	0	0	0.37854	0	0	0	0	0	0	0	0	0	0.03543	0	0	0.01212	0	0	0	0	0	0	0	0	0
Clostridium_sp_AF27_2AA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06517	0.00868	0	0	0	0	0	0	0	0	0	0.51435	0	0	0	0	0	0.51869	0.07385	0	0	0.00447	0	0	0	0	0	0.0078	0.06744	0	0	0	0	0	0	0	0.14853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00214	0.00055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3463_SGB4621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05475	0	0	0	0.40904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04948	0	0.03734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slackia_SGB14778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02848	0.11492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17301	0.1201	0.17089	0.52862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catenibacillus_scindens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospira_sp_NSJ_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00738	0	0	0	0	0	0	0	0.05341	0	0	0.09731	0	0	0	0	0	0.03231	0	0	0	0.65102	0	0	0	0	0	0	0	0.03471	0	0	0	0	0	0	0	0	0	0	0.00138	0.02212	0	0	0.05147	0	0	0	0	0.03026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB38987_SGB53576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01019	0.03646	0	0	0	0	0	0	0	0	0	0
GGB45432_SGB63101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05087	0	0	0	0	0	0.03569	0.00637	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04967	0	0	0	0	0	0	0	0.04274	0	0	0	0	0.02237	0.01259	0.00225	0	0	0	0	0	0	0	0	0	0
GGB9557_SGB14966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103	0.00959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia_argi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0	0.01101	7.32087	0	0	0	0	0	0	0	0	0	0	0	0.59119	0	0	0	0	0	0	0	0	0.00044	0	0	0.14834	0	0	0	0	0.0088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00593	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales_bacterium_SIT11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
